vatnLnr,name,regine,vassom,elev_m,area_km2,catch_area_km2,vol_est_avail,vol_Mm3,res_time_yr,width_km,aspect_ratio,slp_mean
16183,Ørkvatnet,012.CD5B,012,805.0,0.0701,8.02,0,0.19780827881305327,,0.11350264366374424,5.440289843047329,6.362527776805711
33196,Langevatnet,012.EDAAB8,012,1038.0,0.0969,0.54,0,0.8856934631753169,,0.12316667145612253,6.386814449786116,19.180222171900162
16699,Vardetjernan,012.CD2B,012,919.0,0.0543,0.85,0,0.20690444818591902,,0.10907083058902825,4.565104411036258,9.303992417279412
4483,Brokslitjernet,012.EC71,012,589.0,0.0462,0.41,0,0.0794698929535128,,0.11874860847055979,3.276379645774712,4.127426902846534
17048,Langevatnet,012.CCBB,012,1034.0,0.0767,1.3,0,0.1702368991443017,,0.07944520447267128,12.144856653220687,5.582344188357232
6957,Øyvatnet,012.H3Z,012,741.0,0.1546,0.63,0,0.7296278199977502,,0.1537007931679742,6.542646060751728,8.067600021545264
16778,Kistetjern,012.CCAC,012,852.0,0.0671,21.19,0,0.19531449149826635,,0.07033122214181942,13.557987820764916,7.955091900960031
7210,Gravvatnet,012.DCZ,012,573.0,0.0412,0.78,0,0.10858225559585931,,0.061826290307297804,10.785325267660024,8.407097464685501
528,Vangen,012.GH,012,838.0,1.2458,78.89,0,5.1933227880152835,,0.14109868237660983,62.573434326579964,4.622329279284803
32975,Skruvdalstjernet,012.EDD2A,012,931.0,0.0334,3.13,0,0.03745145423089751,,0.07947245412120268,5.29503913086082,3.3308257353470623
16733,Nedre Belgevatnet,012.CCB3Z,012,980.0,0.7011,6.0,0,5.557029800573084,,0.19440254430837478,18.551215976733747,8.987970451214405
15789,,012.CDD,012,1446.0,0.072,6.24,0,0.3882148370279494,,0.10326822911619815,6.754063394904961,12.74396186440678
16358,Skarvåtjørnan,012.CFD22,012,1274.0,0.0648,0.18,0,0.08426946769456777,,0.06668093995948116,14.571490363871085,3.5786274115755625
16752,Hamartjernet,012.CCAD,012,966.0,0.0828,0.72,0,0.19004168234661634,,0.09942375383358598,8.377749458929008,5.217214819284969
6127,Grønntjern,012.AB3Z,012,276.0,0.0705,2.09,0,0.45311632172165234,,0.09244547240302381,8.244678872630528,15.98859072403169
16803,Mefarningen,012.CF422,012,1017.0,0.6443,3.03,0,3.8844849659171747,,0.20000267785285586,16.107270711852568,6.841678151072705
5966,Trytetjenn,012.B4A6,012,488.0,0.1045,1.36,0,0.5295792049953602,,0.09349342525825,11.95678124250043,11.434927020958083
17681,Gymletjønne,012.BF,012,1066.0,0.0896,3.16,0,0.6126993629324803,,0.11462213553458661,6.822734810506201,14.892524819186681
30688,,012.R1A,012,1337.0,0.1036,1.92,0,0.3049114519886,,0.07543550837075497,18.211681761283312,7.117076975126196
16340,Nystøltjerni,012.CDA2Z,012,981.0,0.0676,0.42,0,0.17798008874926233,,0.08577167086908816,9.188167177286404,6.644740007925725
637,Øvre Reinsjøen,012.EDD2B,012,960.0,1.1253,12.94,0,5.688832020704002,,0.30037859210308016,12.472246247948764,4.324115435163551
16831,Butjørni,012.CF4D,012,1123.0,0.0663,0.2,0,0.16939978823075863,,0.09672255538010044,7.085932335484459,6.1821518841911764
16098,Metubba,012.CD5B,012,851.0,0.0798,6.13,0,0.10903624069222839,,0.10556885116454617,7.164457074287294,3.019628494632508
17033,Forketjern,012.CC8B,012,1010.0,0.0734,1.23,0,0.5285005313574719,,0.16101123582870308,2.8326791670114257,14.423270328580617
526,Nevlingen,012.GF,012,574.0,1.5777,172.08,0,22.920100363419333,,0.41322790516761665,9.239574132594276,10.501023126559831
613,Hærvatnet,012.JB2B,012,964.0,1.2978,5.16,0,11.690603423752606,,0.21231355736973834,28.791724464093566,8.648011761323868
4456,Vangsjøen,012.EDA21,012,773.0,0.1377,0.37,0,1.3840130746095423,,0.17949820622077595,4.273702473088729,16.95232107519789
33180,Høgkampvatnet,012.EDAAB3,012,1194.0,0.0964,0.29,0,0.514612136798425,,0.18705574630689006,2.754556191789587,9.433674611863058
6002,Skogsvannet,012.B3,012,213.0,0.1385,2.37,0,0.9284168339480408,,0.09458194959456112,15.479402031102744,14.251912110789283
6212,Fisås-Brånavann,012.AB5A,012,394.0,0.0681,0.96,0,0.5354342905635392,,0.15130202164963202,2.97671332609601,16.434801962209303
33063,Bleikfettjernet,012.LBBE,012,955.0,0.0245,0.31,0,0.09619460760903008,,0.1497918266186517,1.0901360355175176,10.140620379041797
582,Nedre Årdalsvatnet,012.R1B,012,1246.0,1.5049,9.03,0,24.247963623494936,,0.35676957383606966,11.822775109103684,12.478925360440629
6990,Holmevatnet,012.H1B,012,685.0,0.4686,8.3,0,1.4752937837168163,,0.07791694715414588,77.19308792208138,5.392707330873966
7275,Eitrytetjern,012.CB8Z,012,948.0,0.1446,1.25,0,0.864775762700979,,0.08755972691450609,18.86180295027981,12.930636327541107
33098,,012.EK,012,,0.0347,16.55,0,0.0601760903298557,,0.05948958102531199,9.803755554098336,5.766503774991599
32999,Nørdre Vindin,012.LBB0,012,725.0,0.2572,1.65,0,1.0618927553315105,,0.20832092564489912,5.926138863120791,5.597592925757974
30714,,012.P1BB,012,1398.0,0.0699,0.36,0,0.2867724595426397,,0.12989547506473442,4.1427430518115145,8.880931311490919
7387,Trytetjenn,012.DBB,012,275.0,0.1973,4.14,0,1.8815823639195983,,0.17983646430713485,6.100593444923932,14.822376878955696
4525,Kvitingen,012.H1AZ,012,652.0,0.4349,3.86,0,2.243852989178242,,0.15179479007852859,18.87485130984155,7.064364611601086
33160,Nørdre Valegrovtjernet,012.EFC,012,991.0,0.0843,0.77,0,0.18467790113048416,,0.13870005982550898,4.380273214020745,4.364668203259005
16670,,012.CJB,012,1759.0,0.0595,1.19,0,0.35418538023930624,,0.10236886917326926,5.6736631174176235,14.760503408674964
16602,,012.CFD2Z,012,1538.0,0.0504,0.21,0,0.31878867183124715,,0.11614660496278478,3.7335015116326025,15.533864903485757
16561,,012.CFD2Z,012,1341.0,0.0907,8.51,0,0.5701513272849534,,0.10929908250154252,7.593962362819044,13.871026155510018
573,Vasetvatnet,012.L2B,012,796.0,1.0344,82.9,0,6.0948211569372335,,0.2522987259388203,16.24986541998779,5.508715331278891
32848,,012.LBE,012,1196.0,0.0275,0.22,0,0.04870945337414124,,0.04273618711711202,15.078083300532503,7.03762724905303
5269,Breilivatnet,012.D52,012,635.0,0.3102,1.38,0,1.9011002516218671,,0.1516505816066982,13.490279189268625,9.087929442337867
537,Rysntjernet,012.NB,012,1431.0,2.1597,9.7,0,68.15631401928533,,0.6553005893087818,5.029330935275695,18.22618399443036
546,Soneren,012.BB31,012,104.0,6.449,681.57,0,129.69271822886614,,0.7017116466307334,13.097138155534761,8.77703075798051
519,Bergsvannet,012.AC,012,36.0,2.6179,179.45,0,28.87351640561594,,0.2507968025404965,41.61993474593134,8.553648288583727
4966,Bergsjøen,012.D31,012,63.0,2.1796,9965.54,0,17.28592716758526,,0.27531238597890617,28.7565875872249,6.129026004260907
16403,Vatsfjorden,012.CEB0,012,736.0,1.3846,179.24,1,12.376,0.084,0.3670794343571784,10.27583509465743,11.46100068540096
568,Storfjorden,012.JCB11,012,859.0,12.8528,406.37,1,167.44446397023577,,0.4709070735022678,57.95992442759222,5.614917155978446
532,Storevatnet,012.JD2,012,824.0,4.8853,90.68,1,59.36548786870459,,0.48309404869895367,20.93287329286816,6.414236900982426
570,Helin,012.JCF,012,868.0,9.4701,56.73,1,365.906511774244,,0.7090243218632946,18.83798099697654,15.693684824817836
553,Ørteren,012.CHB,012,1147.0,8.9559,76.33,1,22.11,0.33209338,0.5479854388143179,29.824496565952707,8.643305760952709
542,Eikeren,012.AB6,012,19.0,27.7078,344.12,1,2360.0,7.83579029,1.2302068168095293,18.30821125245174,14.114194055338317
517,Vangsmjøse,012.P10,012,466.0,18.448,487.6,1,1200.0,4.99990718,0.7608889877334093,31.864423316832024,19.422702447376967
523,Randsfjorden,012.EC40,012,135.0,140.6867,2871.32,1,8894.006278212199,,1.2294850947122669,93.06932444383553,11.608319261822375
521,Krøderen,012.CB1,012,133.0,43.906,5091.06,1,1337.0,0.36021162,0.6725099781662749,97.0792689370939,13.014256012936588
11266,Grunnevatnet,022.B1Z,022,,0.0387,0.53,0,0.1418145838780717,,0.06910589925836774,8.103003726084896,11.458935977078745
1177,Storolavsvatnet,022.H2B,022,848.0,1.1317,6.53,0,18.45700456713876,,0.19098226713284738,31.026338421965626,17.06611169837914
8578,Storevatn,022.G4,022,705.0,0.2538,12.05,0,2.735679999652324,,0.13464458370968135,14.001222126795396,17.743900550158603
11156,Gyvatnet,022.1C30,022,258.0,0.0489,1.66,0,0.39298423547309974,,0.13952833713557564,2.5095002465662617,18.647505755585748
7905,Flåvatnet,022.J1,022,1000.0,0.2015,1.22,0,1.3303385747595653,,0.14498621290696645,9.583909039694356,10.978049825400932
9074,Storevatn,022.F5,022,804.0,0.1335,1.16,0,0.8896686150217886,,0.0618207575481573,34.9408519871642,16.78881764342009
11667,Vassåkervatnet,022.4B,022,,0.0528,2.09,0,0.186985284459871,,0.10365202309695062,4.9185341830483225,8.855184202234005
11592,Kleivsetvannet,022.22Z,022,93.0,0.453,18.43,0,5.489148596137345,,0.096383504305813,48.76770650288675,19.983379647685908
11088,Gardvatnet,022.B1Z,022,304.0,0.0416,1.06,0,0.18546439851138377,,0.1396893898567434,2.1302945140610903,10.552890058876812
11283,Krossvann,022.1B5B,022,197.0,0.0426,0.69,0,0.2126636494147906,,0.059847526182744304,11.881997510037316,16.269632763773387
9659,,022.F4E,022,737.0,0.0841,3.26,0,0.512995344820369,,0.09957690504417,8.477927701099532,14.16736185792004
11429,Kringlevatnet,022.AA1B,022,215.0,0.04,0.67,0,0.14640428751075807,,0.07363694106400451,7.372001643916676,11.089383555724558
10674,Midtvatnet,022.CA5,022,389.0,0.196,3.69,0,0.42981184594185406,,0.09014476997120813,24.120332586901526,4.269709442084078
1162,Ljoslandsvatnet,022.F7,022,500.0,1.2717,260.41,0,21.256595152855947,,0.23733792444218826,22.57636367516667,15.704075084229103
10284,Storavatnet,022.E21,022,529.0,0.846,6.94,0,11.09583740327344,,0.3222264465955076,8.14782446670129,11.930525934702475
1184,Storevatnet,022.F82D,022,860.0,2.0839,6.39,0,37.92773567667684,,0.2605895253608863,30.68764514011321,14.825975829036981
1164,Langstøltjønnæ,022.G3,022,684.0,2.0782,168.94,0,53.387688601329884,,0.22131065250336768,42.431106017158804,22.48329664914586
26777,Litla Brekkevatnet,055.7E,055,324.0,0.0462,0.22,0,0.25980337703713274,,0.09519940747867522,5.097336711490106,15.139608712923728
26509,Tjørnadalsvatnet,055.D21AC,055,888.0,0.0707,1.21,0,0.48746557864191703,,0.06673741746596479,15.864870629702342,19.436880646202066
26661,Fiskevatnet,055.B3,055,178.0,0.1694,122.88,0,1.9205754174084964,,0.0871565301338878,22.302480942625984,24.11244979919679
26928,Skjelbreidvatnet,055.2A,055,48.0,0.974,43.32,1,30.849,0.26,0.63178203636572,2.4402261341158455,12.11706523788574
19707,Auratjørna,029.220,029,400.0,0.1035,0.25,0,1.1671098297530116,,0.18636898839166724,2.97909806394106,20.03318621482684
2508,Skjelbreitjørna,029.2D6,029,106.0,0.5576,33.83,0,4.25221870232397,,0.25328018190419965,8.691872651873515,8.218834005376344
21887,Trollandsvannet,024.52Z,024,121.0,0.0677,1.18,0,0.5517087669332796,,0.09730681142500103,7.152029015709558,20.189685332727873
10136,Grantjønn,024.E4,024,542.0,0.0742,2.44,0,0.4161623481322399,,0.0894934588232773,9.265754015506545,13.918361428219448
10008,Surtevatn,024.E7AAZ,024,667.0,0.8568,7.18,0,10.136666482767433,,0.19355333033644406,22.8716243107947,12.990383061257475
11168,Svartevatnet,024.ADB,024,336.0,0.1023,4.16,0,0.9771849450484644,,0.10405990161270562,9.446791144951218,21.14028264680105
21894,Saudlandsvatnet,024.52Z,024,106.0,0.1626,4.56,0,1.5558445422116127,,0.15817959365737688,6.497671960523947,16.29964750989446
11099,Litle Frøysvatn,024.AFC,024,445.0,0.0756,0.44,0,0.41827720579767597,,0.07617258040316444,13.022743497528717,14.52999714797914
10205,Bjønnvatn,024.DZ,024,654.0,0.2342,1.69,0,1.4146525441640325,,0.2119802923969023,5.212429267713715,8.389729273071504
21957,Nenningsvatnet,024.31Z,024,50.0,0.0627,0.22,0,0.3398394344435698,,0.09144370695539789,7.502318649744569,13.836248224431818
21953,Brastadvatnet,024.7C,024,3.0,0.1625,4.77,0,0.5996201059803026,,0.15235980644243752,7.000558123922176,6.21932757975675
11388,Hagevann,024.B210,024,256.0,0.106,3.84,0,0.8057412026409252,,0.1246073330532429,6.82674157088848,15.493010023584906
11467,Jovatnet,024.B120,024,167.0,0.1896,1.91,0,1.5793896583466174,,0.11444673971707742,14.477652958041816,15.454852237879672
12881,Langetjønn,016.BED4AC,016,834.0,0.0318,3.08,0,0.08511663109434861,,0.04664106693878617,14.608139496500831,10.066259057971015
12831,Straumstøyltjønni,016.BEC5,016,1049.0,0.099,1.52,0,0.6223626967376601,,0.06887546194897398,20.87375746474287,16.215581154336736
12683,Surtetjønn,016.F5C,016,471.0,0.0983,3.98,0,0.6736802246317335,,0.13163436957756125,5.670617659971395,13.8716776578737
18378,,016.G5C2B21,016,1328.0,0.0747,0.81,0,0.20919497176100155,,0.09898478368499558,7.625233508778093,6.55771330118469
12026,Torjustjønn,016.G52A2CD,016,1152.0,0.0573,0.26,0,0.11648326548645596,,0.0994479896663473,5.796167038890724,4.997255996919014
18902,,016.M8,016,1269.0,0.0857,0.21,0,0.15611995352316083,,0.070765716867084,17.10624409753998,4.647528554878983
18537,,016.M5,016,1332.0,0.0803,1.39,0,0.31780587132221044,,0.12912453662631168,4.816147654300453,8.319094991238318
11847,,016.J8Z,016,1364.0,0.1791,0.77,0,0.548833517099138,,0.0661254394732298,40.960810685746594,6.908078929314913
12472,Heddevatn,016.EADC,016,837.0,1.0692,30.28,0,15.46025547717933,,0.3065404473071969,11.378513503275508,12.760213371930153
12062,Såtetjønn,016.J3Z,016,1315.0,0.1572,0.96,0,1.1264795269638408,,0.14324417526399946,7.659798877923924,12.674144190871369
11900,,016.G52A2E,016,1162.0,0.0834,7.57,0,0.31745096216907265,,0.09443347950199926,9.347454576718192,8.925899391301332
11876,Grysletjønn,016.G52A2AC,016,1182.0,0.0874,0.52,0,0.3214352489805166,,0.13615734908206,4.713213625168495,7.420787504192755
12181,Ormetjønn,016.H31A,016,1082.0,0.0413,1.01,0,0.0639603191286735,,0.07389218920858814,7.568440961106736,4.55002122714525
12403,Vonevatn,016.BJ,016,1177.0,0.2207,1.97,0,1.27630407530662,,0.20436790304136487,5.284850126350755,8.243071250236653
6735,Bålsrødvannet,016.10,016,,0.0877,2.42,0,0.5408736462009563,,0.1279156013050875,5.360512518496658,12.908377390894396
13206,Fetveittjønni,016.BEB1A,016,644.0,0.1462,1.91,0,0.7501805973526822,,0.11743770855985636,10.597161797083983,9.858425043537151
14048,Stestøyltjørni,016.BD4,016,638.0,0.0313,1.66,0,0.13992636098384795,,0.04865537082845073,13.239221591139026,16.83455513619088
6622,Børten,016.BA6C,016,105.0,1.0701,87.91,0,24.261701274825704,,0.24362505960979464,18.029808630307503,22.08852760057739
6253,Vassenden,016.E1AZ,016,289.0,0.0747,14.14,0,0.15636430824334188,,0.09802334752544162,7.774111826582477,4.882169261914954
13424,Grunntjønn,016.BC1BB,016,926.0,0.0565,0.42,0,0.2932701229318992,,0.07413458835846065,10.28653928063723,14.668747585007727
12814,Grotvatni,016.CD3F,016,1040.0,0.1842,7.02,0,0.7456630892151859,,0.14003831543413825,9.3953589757453,6.869288458218232
12242,Svarttjønn,016.G42,016,1135.0,0.0613,0.49,0,0.5060554027210451,,0.11738465743564211,4.445404870421911,19.471398538484138
13768,,016.BDAB2Z,016,1233.0,0.1109,3.21,0,1.0322654608075703,,0.11722381733738407,8.069573254266253,19.32610901244386
34,Sandvatn,016.G1B,016,309.0,1.3327,121.98,0,18.17122210119868,,0.464787437970708,6.169074258029266,9.767666229824803
19044,Torstjønni,016.G5B2B,016,1220.0,0.3775,1.97,0,2.757049915506246,,0.15863459257727186,15.001515814328668,10.240067067086276
35,Sjåvatn,016.G4B,016,896.0,6.6007,38.13,0,108.57024846610874,,0.615313387177733,17.434085046625132,7.4679519347337875
13970,Pålbuvatn,016.BB1Z,016,464.0,0.5764,6.82,0,8.201178521581577,,0.17693763974554422,18.410541894938838,17.73373742314142
12515,,016.EADC,016,1101.0,0.0532,2.1,0,0.2950590386765978,,0.07575627854475508,9.264738074946871,15.77787278543307
19132,Langtjønn,016.G52D,016,1089.0,0.0544,1.07,0,0.16590347693564628,,0.06550161219851464,12.670767094291953,8.981192071008914
12371,Fikstjønn,016.EAE7,016,928.0,0.0636,0.85,0,0.30054650690351803,,0.10596301644980768,5.668377205416844,11.32978740274019
12602,Lysetjønn,016.EAAF,016,1001.0,0.079,14.57,0,0.2501501258713732,,0.09617497952942206,8.539006039760972,7.427377514128989
12028,,016.J62,016,1394.0,0.0504,0.56,0,0.17339193514845913,,0.052443171647331754,18.31407123732948,11.248654755503543
12246,Långetjønn,016.G6,016,1016.0,0.1385,0.44,0,0.49707851827744864,,0.1452123362034738,6.568570651241557,6.377969964136282
11837,Vesle Fottetjønn,016.G52B4,016,1105.0,0.0712,2.31,0,0.1963276828030578,,0.08196112525481697,10.598359128343152,7.007987556876717
6447,Børtevatn,016.D1,016,195.0,0.2688,5.12,0,4.818431534093657,,0.265988175114292,3.7992585002394215,22.79562209001552
33,Damvatn,016.F5B,016,318.0,2.5663,42.62,0,20.38190819428038,,0.20554760374060344,60.74149782922373,6.615332924938741
14733,Prestevatnet,016.BA6C,016,148.0,0.2683,2.9,0,3.154014419496965,,0.11370221657123647,20.752931159260005,20.429466423595994
6630,Bøvann,016.BA6C,016,133.0,0.7268,27.37,0,9.181122872147995,,0.11736280243230013,52.76434300371606,17.42730943152455
13028,Sjausetvatnet,016.EAA2,016,740.0,0.1629,3.56,0,1.2421751857936814,,0.19036569845524876,4.49428029883584,12.029617213880849
12670,Sandtjønn,016.CG,016,1157.0,0.0496,1.19,0,0.19575004731407888,,0.08346525378309894,7.11910025113913,10.893558650821834
18642,Viktjønn,016.G5C21,016,1354.0,0.4113,3.03,0,2.280363563346602,,0.11211464734565846,32.72089488098806,8.639932216261634
12580,Storsteinvatnet,016.H61,016,1076.0,0.0575,0.94,0,0.24464570135201463,,0.09882811149531517,5.883791933120412,10.67914747155231
11765,,016.BL,016,1385.0,0.0819,0.32,0,0.34180825749867566,,0.09587945629671751,8.910342108047072,9.794493303571429
18187,Vestre Søltjønne,016.G5C12,016,1182.0,0.4067,15.41,0,0.7960991643221208,,0.15559232513332644,16.800790504098057,2.627092308564395
43,Litlosvatnet,016.N3A,016,1170.0,1.5318,61.62,0,15.39646264102874,,0.24548497935615599,25.418977861996243,8.827720576610353
93,Vråsjåen,016.G5B2B,016,1115.0,2.6799,93.18,0,32.66558760908094,,0.3226455339483638,25.74337442870451,8.56817781690141
13204,Midtre Supsavatn,016.BEB2Z,016,1087.0,0.2762,20.64,0,3.9798479619562075,,0.21996652763670788,5.708721450187253,19.465994105134122
1,Heddalsvatnet,016.E11,016,16.0,13.2046,5372.32,0,440.2005841655222,,0.5879038442823177,38.20426854532698,13.455333777763055
13262,Vikvatn,016.BC1G,016,711.0,0.5173,36.38,1,5.26,0.18068985,0.41256627113127264,3.039248699540002,7.73707550390679
89,Lognvikvatn,016.BG11B4,016,697.0,4.0327,72.03,1,113.09864000916575,,0.5939112037026688,11.432746011167342,14.597162626045913
9,Totak,016.BG4,016,687.0,37.2642,550.74,1,2360.0,0.0,0.8460611877791031,52.05812070593692,20.43948898490425
8,Kviteseidvatnet,016.BC11,016,72.0,15.7629,2985.72,1,1280.0,0.41260285,0.7330845584276613,29.331133381220376,23.701534298690575
41964,Sandtjønna,138.5D,138,215.0,0.0889,0.6,0,0.5455474044189911,,0.13325691500060682,5.0054668444162695,12.605643607474661
40844,Bjørfarvatnet,138.B3Z,138,263.0,1.0108,3.6,0,14.637562615044478,,0.40795967398443156,6.073136217254126,11.60764342508334
41272,Jenshusvatnet,138.5B3E,138,220.0,0.2113,4.46,0,1.3902225982536403,,0.17061676726738217,7.258221599257527,10.175552952438533
40373,Fjellsettjønnin,138.6AZ,138,169.0,0.0917,0.63,0,0.6786808167525706,,0.1393157486370083,4.724019711923284,14.91937895481794
40663,Øver-Kallhammarvatnet,138.A1,138,362.0,0.1653,1.26,0,1.4142953820778006,,0.14744646134957373,7.604364839765151,14.871674494709712
40731,Øvre Steintjønnin,138.A1,138,438.0,0.0605,0.35,0,0.1844429561039606,,0.06906122962958638,12.694959461889216,8.596944776228549
42871,Guelehtsjaevrie,151.GZ,151,760.0,1.0292,19.42,0,9.37687895560539,,0.3258312976997024,9.693890496229846,7.826694623161765
43061,Ohtje Såaloehjaevrie,151.CBB,151,360.0,0.1595,1.76,0,0.9019898412431945,,0.14835025383185324,7.245444106321729,9.776905868479467
43247,Sivtjønna,151.CF3,151,438.0,0.0463,3.86,0,0.062488869964361676,,0.07231192554751104,8.863024767472194,3.8842993807841024
482,Maajehjaevrie,151.CF3,151,312.0,16.1062,85.28,0,380.21323779865094,,0.5672254123776099,50.058968396725284,9.159432621811135
42927,Gåetiebealanjaevrie,151.D3Z,151,643.0,0.0636,0.98,0,0.17296482642960248,,0.0824979386702186,9.34707782300576,7.067070514447932
42432,,151.1E,151,444.0,0.1332,3.77,0,0.6791049072789692,,0.1734904715510006,4.424910049784554,8.620195472498537
469,Unkervatnet,151.FB,151,321.0,14.0629,762.63,1,383.562,0.522,1.0916031282709628,11.801751872685884,11.878612731983738
40079,Nedre Løsmundtjønna,139.BDB1,139,466.0,0.043,1.04,0,0.11389484396993718,,0.12603087106378136,2.7102070445665243,6.386339435469632
40117,Storolatjørnin,139.BD0,139,537.0,0.0911,1.29,0,0.5083969040265764,,0.14804683703181065,4.157256219044566,10.928058574726055
39687,Røyrtjønna,139.C6Z,139,134.0,0.0713,1.48,0,0.31247583088950437,,0.14190525923530006,3.5408031518314234,9.14907753814554
43616,Skijlevaajjanjaevrie,139.EDC,139,665.0,0.4245,5.25,0,4.504400381183948,,0.18964466849994777,11.803286828661026,13.678522428338171
38610,,139.H3C,139,744.0,0.0509,1.54,0,0.25089401653115145,,0.14575034394484254,2.3946745889382677,11.00828223892405
43277,,139.K20,139,824.0,0.0624,0.37,0,0.37740915478192766,,0.10429536012699991,5.733580380185522,14.74209625552399
43667,,139.H3A,139,1070.0,0.0996,0.49,0,0.8559395825162887,,0.196925138744211,2.567438509624727,14.971096103162651
39776,Blåmurtjønnin,139.BB6,139,677.0,0.1204,1.39,0,0.8279029749019026,,0.1294083678050379,7.191332110293586,13.39628386406844
39511,Kroentejaevrie,139.D5B,139,453.0,0.4477,30.33,0,2.4593292386778365,,0.2302363799967161,8.445566678808351,6.3894257830312355
39842,,139.CB,139,825.0,0.0552,0.5,0,0.16484142501167576,,0.04530996145197275,26.885476507812548,10.07952158938172
39432,Storskorovatnet,139.D5AZ,139,451.0,0.5403,16.69,0,4.834688522072364,,0.2534480658470277,8.411062919965191,9.749849300008497
40469,Liatjønnin,139.BAAZ,139,532.0,0.0761,0.19,0,0.2719323054709835,,0.10240849900798482,7.255467284436644,8.27863288008218
719,Vestre Rekarvatnet,139.H4B,139,572.0,2.7992,14.1,0,22.964029662996712,,0.2872678167794982,33.920692666008016,5.907360488347974
696,Tunnsjøen,139.DC3,139,358.0,100.53,263.8,1,8680.0,25.18055154,1.6035193424192293,39.0973524135513,12.590279293563688
55473,Langkeilvatnet,216.7,216,113.0,0.1119,0.61,0,0.5568118400940377,,0.10713862657390699,9.749790802202048,10.495943441199909
55447,Låtervannet,216.1,216,123.0,0.0476,0.55,0,0.2824279494090211,,0.12161573765568923,3.217272088492881,14.478114846956224
58831,,220.53,220,128.0,0.0358,0.07,0,0.13759982008726437,,0.11948286607282153,2.506051138136839,9.942289572864322
58969,,220.6A,220,340.0,0.0573,0.11,0,0.18434834655216295,,0.13500137473093268,3.1423017828609807,7.125573670335591
58941,Lamvannet,220.11,220,104.0,0.1775,2.87,0,1.993094712790883,,0.18601199368603777,5.128630861963093,17.713018216080403
58785,Jiegnajavrit,220.72,220,218.0,0.1881,2.34,0,1.9639531642652623,,0.43367132664079505,1.0,11.764977511623206
58757,,220.2,220,165.0,0.0656,3.74,0,0.47654345061132375,,0.1316318695464378,3.783577474980272,16.105693481956067
59101,Mohkkejávri,220.62Z,220,262.0,1.0491,5.62,0,13.02453116522904,,0.33615968907643423,9.283721064229491,10.580492853901996
65209,,243.1B,243,204.0,0.1282,1.05,0,1.2973679451633287,,0.14702596726759343,5.9323727443102685,18.711805819884287
63606,,243.42,243,225.0,0.0552,0.56,0,0.35292247878236377,,0.12044782180986166,3.8019902007255224,15.181422247958542
65285,Moalkegálšajávri,243.D,243,142.0,1.0431,8.91,0,13.51419380292954,,0.21247942258642372,23.104504674757685,13.175944593787335
36132,Ørndalsvatnet,117.422,117,72.0,0.2492,3.49,0,1.4558596067752212,,0.16537564703039842,9.11259497394521,8.787831197555636
36049,,117.4250,117,14.0,0.0362,0.47,0,0.14600598738294873,,0.09538394001737308,3.9815849928757534,11.354957400344489
36086,Langvatnet,117.122,117,60.0,0.0921,3.2,0,0.19476292337360362,,0.062060156473648265,23.90456801348461,5.6032173254210225
36088,Ulvvågvatnet,117.122,117,45.0,0.078,0.6,0,0.43206733837540834,,0.10153520712696767,7.5663559194806504,12.953802614795919
36199,Husvatnet,117.210,117,64.0,0.0672,1.53,0,0.18033552093950042,,0.08336766739850526,9.666543933083977,6.858549156967475
36046,Jevikvatnet,117.11,117,8.0,0.1429,1.06,0,1.049673844827545,,0.14246677567375587,7.040081498990206,13.305603399056029
14071,Kampetjønn,019.J221,019,760.0,0.3028,2.34,0,1.9468437645913939,,0.2029258986216007,7.354410945280805,8.59156377264794
1281,Måvatn,019.CAC,019,549.0,3.3526,8.02,0,86.87927388018606,,0.6236134266239199,8.62093659779724,13.76420907245941
8545,Berlitjønnane,019.D1B,019,226.0,0.0481,0.57,0,0.06493983992623631,,0.10410346270161208,4.4386677729101045,3.3540891907561843
8975,Eiklitjønn,019.C6A,019,242.0,0.0619,0.61,0,0.3844005882450038,,0.1306494881514728,3.626328495063036,13.93017633173619
1311,Tussetjønn,019.DB2D,019,671.0,0.1456,7.23,0,0.6416499905955435,,0.10322713277769913,13.666258993493061,8.865733045212766
8103,Stemmevatn,019.D51,019,463.0,0.1555,0.41,0,0.8553403596405145,,0.2020185207138847,3.8097835491363554,8.498523183236737
9234,Imetjern,019.C5Z,019,,0.0449,1.05,0,0.10176951300882106,,0.10904296571260677,3.777340015639636,5.6948353837176064
15485,Krokstøyltjønn,019.CEC,019,657.0,0.4338,4.67,0,6.478020556736361,,0.45036645545784565,2.1388174714906696,13.915300212922643
190690,,019.DH,019,1027.0,0.0176,0.66,0,0.03251295228722411,,0.036381883147627414,13.318881356667182,8.623592398260946
14260,Mjåvatn,019.H2Z,019,978.0,0.0868,0.93,0,0.41377101932885935,,0.05099600817592598,33.36438349206171,14.08687935623468
14277,Brårvatn,019.DDF,019,902.0,1.2705,4.0,0,32.821556739219496,,0.34287114109810113,10.807146756340932,21.351459330637173
14019,Folurdkaldevatn,019.J6,019,1073.0,0.1835,2.39,0,1.5605436314069014,,0.13460688225922746,10.125680414580033,14.949552689475574
15182,Dei store tjørna,019.E5B,019,642.0,0.0415,0.29,0,0.09431833756647827,,0.09817135524665563,4.301401139070736,6.046211879638219
1293,Sandvatn,019.F2F,019,675.0,1.3954,9.3,0,29.573021521834146,,0.54573621588932,4.685337267442807,14.303720390616103
